DESTINO,ORIGEN,CANTI,FOBDOL,FOBPES
USA,AXM,110.11,108082.89,457256555.3
PAN,AXM,21.58,18547,78465123.66
DEU,BOG,576,4475.52,18142683.95
DEU,BOG,84,525,2221070.25
DEU,BOG,30,114,482289.54
DEU,BOG,90,313.5,1326296.23
DEU,BOG,5,30.7,129879.72
DEU,BOG,144,768,3249108.48
DEU,BOG,8,37,156532.57
DEU,BOG,32,33556.12,142239359.3
DEU,BOG,20,3280,13876400.8
DEU,BOG,50,7741.4,32750844.25
DEU,BOG,18,6624,28023560.64
DEU,BOG,25,6200,26229781
DEU,BOG,30,4920,20814601.2
DEU,BOG,35,6860,29021984.6
DEU,BOG,20,2560,10830361.6
DEU,BOG,1031,107926.11,456245758.2
DEU,BOG,2,11612.12,48933125.31
DEU,BOG,8960,1612.8,6823127.8
DEU,BOG,140,200771.94,846571856.7
DEU,BOG,4900,882,3715425
DEU,BOG,14400,2592,10918800
DEU,BOG,10555,1891.9,8006464.04
DEU,BOG,37203,6639.34,28097487.69
DEU,BOG,58832,15773.71,66022338.45
DEU,BOG,2825,452,1912235.72
DEU,BOG,23620,4263.4,17894159.85
DEU,BOG,9,18,76537.62
DEU,BOG,49.5,144.5,614427
DEU,BOG,78,195,829157.55
DEU,BOG,20,75,318906.75
DEU,BOG,270.6,1030.5,4381778.74
DEU,BOG,99,367.2,1561367.44
DEU,BOG,81,276.9,1177403.72
DEU,BOG,196.2,1008,4286106.72
DEU,BOG,1770.6,7254,30844660.86
DEU,BOG,29,164,697342.76
DEU,BOG,32.5,121.5,516628.93
DEU,BOG,140,3176.6,13465130.91
DEU,BOG,30,45144.57,190572836.4
DEU,BOG,284.78,98500,417526725
DEU,BOG,0.27,61500,260689275
DEU,BOG,106196,28408.36,119702134.9
DEU,BOG,10,619.91,2554413.54
DEU,BOG,270,9614.38,39617206.51
DEU,BOG,12,353.54,1456803.99
DEU,BOG,1,60.8,250533.69
DEU,BOG,32,150,637350
DEU,BOG,3,120,494474.4
DEU,BOG,1,3710,16274508.6
DEU,BOG,31,2409.64,10154150.67
DEU,BOG,4,327.86,1381592.2
DEU,BOG,27,3172.02,13366797.11
DEU,BOG,8,3407.1,13811565.69
DEU,BOG,24,1519.78,6377092.95
DEU,BOG,2,100,405376
DEU,BOG,2,5499.78,22662503.46
DEU,BOG,37600,6812,28848854.24
DEU,BOG,11520,2073.6,8735040
DEU,BOG,63680,11503.84,48459926
DEU,BOG,4400,836,3552164
DEU,BOG,8800,1672,7104328
DEU,BOG,5476,930.92,3921500.5
DEU,BOG,16438,3463.8,14591257.5
DEU,BOG,2802,3965.94,16778345.42
DEU,BOG,1,2402.24,9948708.8
DEU,BOG,1,361.98,1499114.83
DEU,BOG,1,2681.95,11107108.18
DEU,BOG,50,434.5,1846498.99
DEU,BOG,300,684.5,2908926.49
DEU,BOG,24480,4892,20786108
DEU,BOG,2250,672,2842969.92
DEU,BOG,26256,28491.86,120021960.3
DEU,BOG,23220,3199.57,13508872.5
DEU,BOG,70780,10801.06,45620438.43
DEU,BOG,1800,924.5,3918816.82
DEU,BOG,1550,10122.75,42949604.55
DEU,BOG,0.5,55000,222956800
DEU,BOG,2714,3214.64,14101532.7
DEU,BOG,125.21,9440,39906561.6
DEU,BOG,7100,1278,5383575
DEU,BOG,41367,7450.06,31383377.75
DEU,BOG,1,639.61,2717702.89
DEU,BOG,246,2081.67,8649213.94
DEU,BOG,7537,41130,174343900.5
DEU,BOG,1300,7800,33063030
DEU,BOG,2,1,4238.85
DEU,BOG,180,477,2021931.45
DEU,BOG,3420,18183.8,77078400.63
DEU,BOG,4800,624,2639900.64
DEU,BOG,20,84.7,360152.02
DEU,BOG,25,112.66,481099.37
DEU,BOG,130,489.4,2080932.61
DEU,BOG,26,112.95,480273.57
DEU,BOG,10,4,16927.88
DEU,BOG,13,157.71,670597.11
DEU,BOG,216,808.75,3514385.01
DEU,BOG,70,329.9,1419720.97
DEU,BOG,1125,5884.52,25281881.48
DEU,BOG,17,86.4,367380.58
DEU,BOG,1000,122.49,514645.4
DEU,BOG,319,5782.57,24295641.33
DEU,BOG,253671,1388.11,5812030.45
DEU,BOG,2040,277.44,1169123.83
DEU,BOG,2380,323.68,1363977.8
DEU,BOG,40200,6518.4,27682159.68
DEU,BOG,230280,36884.4,156569128
DEU,BOG,180,27,118439.82
DEU,BOG,4760,618.8,2617901.46
DEU,BOG,2380,309.4,1308950.73
DEU,BOG,13320,2131.2,9009413.56
DEU,BOG,91980,13690.8,57890365.73
DEU,BOG,8160,2448,10245904.32
DEU,BOG,8,8800,37301880
DEU,BOG,2,2200,9325470
DEU,BOG,4856.8,39695,167215187.5
DEU,BOG,834,8.34,35294.62
DEU,BOG,32845,4646.5,18835795.84
DEU,BOG,3381.21,2458783.87,10373020843
DEU,BOG,560,19753.22,83595034.44
DEU,BOG,2162.5,63863.88,280149127.8
DEU,BOG,300,883.1,3638919.52
ARM,BOG,60,0.12,494.47
ARM,BOG,448,1468.8,6443126.2
ARM,BOG,800,148,601002.84
ARM,BOG,1540,246.4,1080873.02
ARM,BOG,37690,5653.5,24799982.31
ARM,BOG,10560,3270.4,14256981.76
ARM,BOG,700,126,534095.1
ABW,BOG,2864,977.86,4289539.34
ABW,BOG,2532,866.24,3799900.35
ABW,BOG,1593,464.56,2037866.76
ABW,BOG,25,387.5,1699830.75
ABW,BOG,156,107.34,470864.08
ABW,BOG,161,651.25,2856812.32
ABW,BOG,4325,1384,5855164.24
ABW,BOG,3340,1563.5,6614558.73
ABW,BOG,169,931.2,3939544.02
ABW,BOG,13566,5148.46,21823549.66
ABW,BOG,564,214.05,907325.84
ABW,BOG,377,143.08,606494.65
ABW,BOG,1317,499.82,2118662
ABW,BOG,752,285.4,1209767.79
ABW,BOG,376,142.7,604883.89
ABW,BOG,29025,11015.32,46692289.08
ABW,BOG,90.96,643.65,2728335.8
ABW,BOG,30,87.7,361378.37
ABW,BOG,120,313.92,1293545.03
ABW,BOG,24,387.66,1636464.04
ABW,BOG,344,5766.12,24341041.29
ABW,BOG,75,2378,10038465.42
ABW,BOG,347,7476.2,31559955.91
ABW,BOG,41,205,858337.05
ABW,BOG,8,18,75985.02
ABW,BOG,4591,1390.65,6100308.72
ABW,BOG,200,60.58,265743.86
ABW,BOG,998,302.3,1326087.31
ABW,BOG,798,241.72,1060343.45
ABW,BOG,600,181.74,797231.58
ABW,BOG,200,60.58,265743.86
ABW,BOG,7985,2418.76,10610277.68
ABW,BOG,71.5,362.88,1591831.18
ABW,BOG,225,3300,13598046
ABW,BOG,86,1444.2,5950999.4
ABW,BOG,21,350.79,1445472.28
ABW,BOG,113,3388.79,13963915.84
ABW,BOG,241,5254.43,21651509.34
ABW,BOG,60,1682.6,6933355.21
ABW,BOG,228,4975.33,20501444.3
ABW,BOG,12,54.66,225233.08
ABW,BOG,52.4,582.4,2468706.24
ABW,BOG,29.1,230.69,977860.29
ABW,BOG,41.88,2393.64,10022194.61
ABW,BOG,36.82,1953.6,8179742.73
ABW,BOG,310.67,6635.6,27783323.55
ABW,BOG,144.12,6164.4,25810404.44
ABW,BOG,16.66,1099.2,4602361.39
ABW,BOG,325,15457,63692423.34
ABW,BOG,21,567,2336391.54
ABW,BOG,4725,1542,6687716.8
ABW,BOG,250,35,146545.35
ABW,BOG,1750,242.5,1045087.2
ABW,BOG,2630,657.6,2824402.45
ABW,BOG,1660,498,2147191.38
ABW,BOG,500,316.5,1376905.66
ABW,BOG,5437,2689.91,11577033.2
ABW,BOG,188,2514.24,10734050.48
ABW,BOG,60,122.72,517399.3
ABW,BOG,55,124.53,525195.12
ABW,BOG,168,366.55,1546171.51
ABW,BOG,60,122.73,526943.54
ABW,BOG,55,124.52,535375.24
ABW,BOG,168,366.55,1577244.17
ABW,BOG,389.22,348101.96,1508545745
ABW,BOG,474,3792.59,16032757.04
BIH,BOG,5,40,168558.8
BIH,BOG,31755,8891.5,37534489.18
BIH,BOG,9000,1080,4559101.2
AGO,BOG,3,12299.98,52262615.02
AGO,BOG,30,354.87,1507842.63
AGO,BOG,9.5,299.65,1273212.85
AGO,BOG,23.85,1455.22,6183229.78
AGO,BOG,2.65,565.7,2403659.3
SAU,BOG,920,766.8,3241562.65
SAU,BOG,8772,5875.26,24801763.81
SAU,BOG,11948,9418.73,40272653.95
SAU,BOG,10,138,601597.2
SAU,BOG,962,365.56,1593622.26
SAU,BOG,30,121.2,512749.93
SAU,BOG,20,118.2,500058.1
SAU,BOG,28,128.1,541941.14
SAU,BOG,16,67.2,284296.99
SAU,BOG,14,50.4,213222.74
SAU,BOG,45,138.75,586997.13
SAU,BOG,25,148.5,628245.58
SAU,BOG,15.3,78.5,332102.88
SAU,BOG,20,90,380754.9
SAU,BOG,17,9267,37566193.92
SAU,BOG,6,1711,6935983.36
SAU,BOG,3,891,3611900.16
SAU,BOG,16,20146.09,84895018.87
SAU,BOG,6,51444.56,216785832.5
SAU,BOG,12900,4093,16950872.99
SAU,BOG,800,152,629497.36
SAU,BOG,210,2.1,8697
SAU,BOG,540,172.8,715639.1
SAU,BOG,610,684.5,2834808.83
SAU,BOG,700,219,906973.17
SAU,BOG,469,2582,10693172.26
SAU,BOG,5040,46176.48,194586301.4
SAU,BOG,8400,76960.8,324950816.2
SAU,BOG,4219,14840.4,65099789.05
SAU,BOG,720,10320,42739557.6
SAU,BOG,130,1096.4,4688905.48
SAU,BOG,260,1508.25,6466504.46
SAU,BOG,133.5,617.3,2647692.06
SAU,BOG,73,482.7,2084242.36
SAU,BOG,153.9,1153.4,4963867.46
SAU,BOG,12.6,112.56,478615.25
SAU,BOG,20,180,756275.4
SAU,BOG,2,119.85,508026.17
SAU,BOG,8,0.68,2882.41
SAU,BOG,0.01,7.26,30774.05
SAU,BOG,0.37,1863.16,7897655.76
SAU,BOG,4,1777.05,7551947.15
SAU,BOG,1,424.32,1798628.83
DZA,BOG,17,750,3166042.5
DZA,BOG,2943,19755.72,83741533.72
ARG,BOG,50,1909.31,8045775.06
ARG,BOG,61,38950,165498550
ARG,BOG,2,3250,13809250
ARG,BOG,31460,3146,13313777.62
ARG,BOG,95950,26446.5,115290872.1
ARG,BOG,51702,10376,43708900
ARG,BOG,64,1010,4196489.4
ARG,BOG,13273,2362.54,9784294.03
ARG,BOG,3200,5844.8,24284793.31
ARG,BOG,2750.77,84190.45,356249793.1
ARG,BOG,1513.68,14171.3,59953243.49
ARG,BOG,300,2937.1,12449926.33
ARG,BOG,1200,7668,31138444.44
ARG,BOG,2,3733.16,15159728.12
ARG,BOG,2507.07,23471.5,99298762.61
ARG,BOG,78,1880,8246920.8
ARG,BOG,7,685.28,2823778.47
ARG,BOG,20,145.6,617176.56
ARG,BOG,0.01,32.62,138271.28
ARG,BOG,0.01,73.85,313039.07
ARG,BOG,5,43.05,182482.49
ARG,BOG,0.1,850,3603022.5
ARG,BOG,2.9,36,152598.6
ARG,BOG,8,734.15,3111951.72
ARG,BOG,1,44.56,188883.15
ARG,BOG,0.01,1297,5497788.45
ARG,BOG,0.1,28.46,120637.67
ARG,BOG,1,143,606155.55
ARG,BOG,10,32.1,136067.08
ARG,BOG,4,34.84,147681.53
ARG,BOG,10,10.8,45779.58
ARG,BOG,3,73.64,310914.7
ARG,BOG,1300,78,331663.02
ARG,BOG,1.7,172.26,732465.02
ARG,BOG,72,61.56,261758.65
ARG,BOG,12,2970.64,12438099.38
ARG,BOG,17075,2236.83,9293894.44
ARG,BOG,760,471.2,1957807.72
ARG,BOG,18625,5550.5,23549887.44
ARG,BOG,4200,462,1934398.62
ARG,BOG,355,304.5,1274944.54
ARG,BOG,3240,670.4,2848529.6
ARG,BOG,2,881.68,3867630.38
ARG,BOG,179,17467.27,75018283.42
ARG,BOG,2,64.64,283553.7
ARG,BOG,1,99.83,404686.86
ARG,BOG,896800,44815.09,187408241.5
ARG,BOG,1,2285,10023518.1
ARG,BOG,60000,5151.6,21746912.72
ARG,BOG,0.21,214.34,868882.91
ARG,BOG,69,3284.22,13313439.66
ARG,BOG,1,214.57,869815.28
ARG,BOG,155,11081.76,44922795.41
ARG,BOG,24,1404.95,5695330.11
ARG,BOG,12,137.15,555973.18
ARG,BOG,2024.28,1463556.66,6197042738
AUS,BOG,216960,38244.17,161422463.2
AUS,BOG,19600,5467,23042655.79
AUS,BOG,22000,2200,9288598
AUS,BOG,8100,4860,20560764.6
AUS,BOG,335,223,942707.97
AUS,BOG,1500,315,1329958.35
AUS,BOG,5400,1134,4787850.06
AUS,BOG,7150,2431,10663970.46
AUS,BOG,33600,5880,23877680.4
AUS,BOG,16850,3370,14783044.2
AUS,BOG,60770,11638.3,47178875.01
AUS,BOG,2988,3002.4,13170507.98
AUS,BOG,40,84,368479.44
AUS,BOG,500,20,84639.4
AUS,BOG,140,464.8,1967019.65
AUS,BOG,367,10110.74,42772880.06
AUS,BOG,5,165.59,700771.9
AUS,BOG,189,1392.88,5911294.65
AUS,BOG,4,14.96,60644.24
AUS,BOG,1,1.22,5318.46
AUS,BOG,149,1940.82,8222109.99
AUS,BOG,208,6935.01,29349317.45
AUS,BOG,2791,63011.27,266799588.8
AUS,BOG,254,3849.82,16768330.74
AUS,BOG,704,18134.8,75409223
AUS,BOG,3750,65651.12,276585352.8
AUS,BOG,150,1714,7201422.42
AUS,BOG,200,782.1,3430806.78
AUS,BOG,293.2,23040,101068646.4
AUS,BOG,3.96,414.97,1820332.3
AUS,BOG,1650,313.5,1270853.76
AUS,BOG,1000,180,753661.8
AUS,BOG,20800,7687.75,32689004.89
AUS,BOG,16,29805,130010271.9
AUS,BOG,5,750,3045622.5
AUS,BOG,4450,801,3386139.39
AUS,BOG,49.5,173810.33,762446822.2
AUS,BOG,0.02,20,82412.4
AUS,BOG,35675,8596.5,36289179.13
AUS,BOG,640,896,3782365.44
AUS,BOG,630,1113.6,4700939.9
AUS,BOG,1725,2987.25,12610347.27
AUS,BOG,20700,2958,12486871.62
AUS,BOG,2400,504,2127580.56
AUS,BOG,1340,1130.6,4772703.52
AUS,BOG,47.6,532,2245779.48
AUS,BOG,24,80.4,341619.6
AUS,BOG,216308,52742.39,222879777.3
AUS,BOG,28500,5890.5,24866097.79
AUS,BOG,45000,8855,36791993.7
AUS,BOG,1620,820.8,3490115.47
AUS,BOG,5670,1795.8,7635903.22
AUS,BOG,92,1325,5581562.5
AUS,BOG,20775,4729,20014696.19
AUS,BOG,107,697,3038501.8
AUS,BOG,7750,1472.5,6261202.53
AUS,BOG,450,292.5,1228947.52
AUS,BOG,100,363986.72,1525817517
AUS,BOG,744,18677.67,79361419.83
AUT,BOG,12480,2121.6,9014678.4
AUT,BOG,34560,5875.2,24963724.8
AUT,BOG,19152,3700.96,15736815.01
AUT,BOG,72240,10598.2,45031751.8
AUT,BOG,520,99.2,421500.8
AUT,BOG,22890,4132.4,17558567.6
AUT,BOG,28960,4614.4,19604113.98
AUT,BOG,97860,15101,64154490.57
AUT,BOG,240,48,203952
AUT,BOG,16270,2974.8,12639925.2
AUT,BOG,175,3463.25,14715349.25
AZE,BOG,9140,5970.97,25304194.54
AZE,BOG,64,153.6,673790.97
AZE,BOG,10450,1815.5,7667967.29
AZE,BOG,4,4549.72,19331760.28
BHS,BOG,1,1000,4187010
BHS,BOG,8,1235.6,5250941.67
BHS,BOG,124,9269.87,39394259.23
BHS,BOG,927,10978.69,46656248.67
BHS,BOG,8,265.44,1128043.02
BHS,BOG,5,457.5,1944242.32
BHS,BOG,1911,35462.37,150704788.4
BHS,BOG,96,3252.48,13822096.78
BHS,BOG,13.55,12900.84,54684725.62
BHR,BOG,300,96,405829.44
BHR,BOG,500,337.3,1401461.26
BHR,BOG,220,83.2,351718.84
BHR,BOG,3,52,219824.28
BHR,BOG,3612,2210.4,9311310
BHR,BOG,3455,2051.1,8625854.86
BHR,BOG,240,67.2,284388.38
BHR,BOG,1010,214.6,941377.23
BHR,BOG,4.6,17.41,73339.62
BHR,BOG,12,34.89,146974.12
BHR,BOG,6,12.44,52403.5
BHR,BOG,12,64.19,270400.37
BHR,BOG,174.25,457.5,1927218.75
BHR,BOG,15,76.5,322256.25
BHR,BOG,9.24,43.38,182738.25
BHR,BOG,18000,4410,18751716.9
BHR,BOG,18700,2949,11954538.24
BHR,BOG,11850,1422,5764446.72
BHR,BOG,54,54,227552.22
BHR,BOG,3400,1022.5,4302306.24
BHR,BOG,10625,2656.25,11213067.18
BHR,BOG,101225,16090,66993837.37
BHR,BOG,750,90,376830.9
BHR,BOG,2600,520,2177245.2
BHR,BOG,2920,807.6,3381429.27
BHR,BOG,192,2429.01,10170289.15
BRB,BOG,26600,4567.33,19189774.01
BRB,BOG,27000,997.54,4191194.23
BRB,BOG,30000,870.76,3658524.26
BRB,BOG,21000,1794,7537544.82
BRB,BOG,280,5325.45,22480801.37
BRB,BOG,105,3960.43,16319427.06
BRB,BOG,431,18254.2,75218621.6
BRB,BOG,959,12246.32,50462431.11
BRB,BOG,36,2741.06,11294866.65
BRB,BOG,723,7674.2,31622462
BEL,BOG,60,236.6,990646.56
BEL,BOG,36,242.82,1016689.76
BEL,BOG,380,2582.1,10811278.52
BEL,BOG,99,302.28,1265649.38
BEL,BOG,139.5,1081.49,4528209.44
BEL,BOG,207,1223.07,5121006.32
BEL,BOG,350,1417.5,5935086.67
BEL,BOG,1,40,164824.8
BEL,BOG,45,16455.75,72185780.28
BEL,BOG,1400,7524,31974818.04
BEL,BOG,1160,8700,36959225.4
BEL,BOG,140,1190,4832387.7
BEL,BOG,756,3993.98,16594747.26
BEL,BOG,155,7776,32041941.12
BEL,BOG,348,59676.19,251958243.5
BLZ,BOG,0.72,64.4,271902.59
BLZ,BOG,9.75,135.5,572093.19
BLZ,BOG,1.55,104,439097.36
BLZ,BOG,12.16,210,886638.9
BLZ,BOG,514.57,10563.99,44740422.23
BLZ,BOG,15.6,642,2798734.8
BLZ,BOG,246.6,12481.67,54412590.19
BLZ,BOG,2.37,2251.65,9877222.98
BLR,BOG,32458,32523.12,137487912.3
BLR,BOG,72650,25064.98,103804860.1
BLR,BOG,39500,7803.5,32317649
BLR,BOG,66500,22300.44,92355711.22
BLR,BOG,2650,500,2070715
BLR,BOG,85600,16432.03,68052102
BLR,BOG,7950,2763.5,11444841.8
BLR,BOG,10000,1900,7868717
BLR,BOG,1120,3464,15195390.24
BLR,BOG,104,274,1201944.84
BLR,BOG,12850,4495.5,18617798.56
BLR,BOG,1750,332.5,1377025.47
BLR,BOG,6400,1212,5019413.16
BLR,BOG,1600,598.4,2478231.71
BLR,BOG,400,51.2,207914.49
BLR,BOG,12700,1612.9,6549712.7
BLR,BOG,11225,3632.95,15438983.94
BLR,BOG,7850,1012.95,4304743.74
BLR,BOG,25350,2892.15,12290798.77
BLR,BOG,12000,1632,6877199.04
BLR,BOG,500,0.05,211.94
BLR,BOG,246,446,1882739.94
BLR,BOG,2.5,27.2,114821.8
BOL,BOG,164,646.71,2730467.82
BOL,BOG,683,2658.2,11223159.63
BOL,BOG,160,1248,5269168.32
BOL,BOG,250,1987.5,8391403.87
BOL,BOG,860,2944.2,12430677.37
BOL,BOG,180,675,2849910.75
BOL,BOG,500,1854.81,7831174.75
BOL,BOG,180,708.3,2990506.34
BOL,BOG,253,962.78,4064943.81
BOL,BOG,340,2556,10791662.04
BOL,BOG,180,1288.8,5441429.59
BOL,BOG,700,4515,19062736.35
BOL,BOG,160,662.4,2796712.41
BOL,BOG,250,1677.5,7082555.97
BOL,BOG,180,1432.8,6049410.55
BOL,BOG,643,15367.33,65295785.17
BOL,BOG,170,5910.3,25112864.7
BOL,BOG,50,371,1576379
BOL,BOG,172,26660,109855729.2
BOL,BOG,89,408.29,1682407.93
BOL,BOG,99,734.25,3025565.23
BOL,BOG,32,248.64,1024550.95
BOL,BOG,10,64.3,264955.86
BOL,BOG,102,372.98,1536908.84
BOL,BOG,198,756.86,3118732.45
BOL,BOG,66,151.14,622790.5
BOL,BOG,13,29.25,120528.13
BOL,BOG,132,552.9,2278290.79
BOL,BOG,10,97.6,402172.51
BOL,BOG,45,283.95,1170050.04
BOL,BOG,15,48.75,200880.22
BOL,BOG,250,1168.28,4814037.93
BOL,BOG,160,769.2,3247631.62
BOL,BOG,1666,4560.35,19254208.13
BOL,BOG,204,530.4,2239396.53
BOL,BOG,19,501.74,2118391.43
BOL,BOG,18,358.74,1514632.56
BOL,BOG,149,901.45,3821111.33
BOL,BOG,12,65.64,278238.11
BOL,BOG,38,178.48,756549.94
BOL,BOG,65,419.9,1779893.11
BOL,BOG,39,138.44,586826.39
BOL,BOG,32,139.52,591404.35
BOL,BOG,90,371.35,1574096.94
BOL,BOG,239,752.38,3189225.96
BOL,BOG,33,113.69,481914.85
BOL,BOG,245,703.79,2983260.24
BOL,BOG,101,577.31,2447130.49
BOL,BOG,319,789.63,3347123.12
BOL,BOG,48,181.6,769775.16
BOL,BOG,266,878.68,3724592.71
BOL,BOG,11,102.74,435499.44
BOL,BOG,74,302.66,1282930.34
BOL,BOG,59,594.12,2518385.56
BOL,BOG,4,19.64,83251.01
BOL,BOG,38,163.02,691017.32
BOL,BOG,20,36.8,155989.68
BOL,BOG,85400,12943,53333184.66
BOL,BOG,58404,10426.44,42963397.19
BOL,BOG,319.97,713.33,3069074.58
BOL,BOG,1535.19,3484.29,15022027.62
BOL,BOG,149.61,266.34,1152376.1
BOL,BOG,298.17,620.91,2718571.43
BOL,BOG,902.53,2444.59,10301428.92
BOL,BOG,650.56,1217.83,5174076.87
BOL,BOG,28.29,63.36,272467.94
BOL,BOG,110.11,212.28,911534.23
BOL,BOG,164.54,309.55,1335168.03
BOL,BOG,13.68,24.56,103495.1
BOL,BOG,175.04,402.69,1732179.96
BOL,BOG,4.66,11.02,47389.46
BOL,BOG,180.4,2438.96,10536193.55
BOL,BOG,110.18,1197.5,5049613.78
BOL,BOG,397.22,37375.6,163274173.6
BOL,BOG,1049.1,142869.02,580010828.9
BOL,BOG,135,15572.38,64167860.46
BOL,BOG,1729.82,90465.46,368271430.7
BOL,BOG,280.5,22356.21,92121446.04
BOL,BOG,100,3903,15821825.28
BOL,BOG,43.97,2191.25,8882801.6
BOL,BOG,852.6,20665.87,83896974.02
BOL,BOG,146.87,5342.1,22677212.48
BOL,BOG,70.91,3407.16,14449278.74
BOL,BOG,77.34,20232.2,82016483.07
BOL,BOG,19.64,1103.64,4692776.6
BOL,BOG,2132.01,48127.36,203198045.4
BOL,BOG,2816.84,99775.31,419625840.8
BOL,BOG,1648.59,79751.16,334247952.7
BOL,BOG,2209.78,83294.91,350297249.6
BOL,BOG,969.92,6528.48,27619452.77
BOL,BOG,220,27000,117703799
BOL,BOG,77,175,767665.5
BOL,BOG,4.56,8.19,34512.41
BOL,BOG,95,494.95,2006408.51
BOL,BOG,99,634.69,2579484.68
BOL,BOG,285,1381.82,5601566.64
BOL,BOG,5,14.4,58374.14
BOL,BOG,270,1105.56,4547109.44
BOL,BOG,98,425.31,1724104.66
BOL,BOG,2177,5506.25,22321016
BOL,BOG,363,1137.04,4609287.27
BOL,BOG,176,706.55,2864184.12
BOL,BOG,64,238.94,968605.41
BOL,BOG,1867,4380.33,17779018.1
BOL,BOG,504,2108.35,8546744.89
BOL,BOG,96,240.12,975790.46
BOL,BOG,28,267.68,1085110.47
BOL,BOG,16,71.83,295984.13
BOL,BOG,244,1621.16,6571793.56
BOL,BOG,8,47.52,192634.67
BOL,BOG,126,253.89,1029209.12
BOL,BOG,120,1000,4359400
BOL,BOG,98.35,1752,7685428.32
BOL,BOG,4,20.84,91417.99
BOL,BOG,13,89.44,392342.87
BOL,BOG,26,124.8,547455.16
BOL,BOG,15,104.4,457967.3
BOL,BOG,300,2267.4,9667251.62
BOL,BOG,289,1171.43,5064944.5
BOL,BOG,57,292.41,1282703.25
BOL,BOG,92,336.25,1427300.86
BOL,BOG,41,177.12,776965.21
BOL,BOG,812,1957.62,8575352.12
BOL,BOG,236,1152.02,5046474
BOL,BOG,45,133.82,579867.56
BOL,BOG,148,483.35,2030809.52
BOL,BOG,84,483.78,2048744.69
BOL,BOG,825,1902.56,8277937.43
BOL,BOG,532,2168.44,9474631.31
BOL,BOG,107,432.21,1860013.47
BOL,BOG,17,82.11,344987.62
BOL,BOG,314,2317.64,10144503.44
BOL,BOG,7,31.08,130583.55
BOL,BOG,178,1433.07,6169136.9
BOL,BOG,33,196.02,859873.09
BOL,BOG,8,24.88,109140.1
BOL,BOG,218,1248.89,5260852.14
BOL,BOG,46,210.91,920802.87
BOL,BOG,29,62.64,274780.38
BOL,BOG,161,3896.33,16189017.37
BOL,BOG,25,697.25,2897031.91
BOL,BOG,20,396.55,1634031.86
BOL,BOG,3.83,168,736958.88
BOL,BOG,3,5374,23573910.84
BOL,BOG,1,394,1728344.04
BOL,BOG,2,100,438666
BOL,BOG,5.12,685,3004862.1
BOL,BOG,3.31,145,636065.7
BOL,BOG,180,5130,21314842.2
BOL,BOG,81,8222,35842986.8
BOL,BOG,151,7852,34230008.8
BOL,BOG,15.5,430.44,1782637.12
BOL,BOG,30,732,3031526.76
BOL,BOG,222,3710.18,15365450.71
BOL,BOG,382.75,7323.24,30328685.78
BOL,BOG,28,1471.2,6092871.8
BOL,BOG,336.6,794,3376159.46
BOL,BOG,100,5300,23249298
BOL,BOG,1,22,93545.98
BOL,BOG,586,7148.5,29463745.86
BOL,BOG,1,19,80789.71
BOL,BOG,1,21,89293.89
BOL,BOG,5,108,459225.72
BOL,BOG,504,8534,35667231.78
BOL,BOG,3,58,246621.22
BOL,BOG,1,19,80789.71
BOL,BOG,157.25,4020.58,17083444.42
BOL,BOG,20000,3388.8,14238144.86
BOL,BOG,77,637.5,2626895.25
BOL,BOG,42,262.5,1081662.75
BOL,BOG,40,4,16565.72
BOL,BOG,130,13,53838.59
BOL,BOG,52.88,5076.76,21093633.19
BOL,BOG,312,1978.32,8151904.95
BOL,BOG,1.36,34,148219.6
BOL,BOG,2180.28,17200.39,73558924.75
BOL,BOG,151.61,6495.8,27887764.28
BOL,BOG,142.75,3950.67,16741926.83
BOL,BOG,30.28,853.51,3679865.49
BOL,BOG,976.26,12327.51,52877557.83
BOL,BOG,262.47,935.08,3951634.28
BOL,BOG,115.35,533.96,2342300.97
BOL,BOG,853.12,117698.29,498905396.6
BOL,BOG,826.56,11528.64,48807857.84
BOL,BOG,149.14,7318.31,31661804.92
BOL,BOG,410.76,10847.99,46171146.09
BOL,BOG,202.8,483.25,2044045.37
BOL,BOG,151.2,2954.13,12571595.12
BOL,BOG,173.24,728.13,3145682.53
BOL,BOG,5267,383.38,1620696.77
BOL,BOG,92,556.6,2350015.29
BOL,BOG,5,26.35,111252.07
BOL,BOG,180,1031.68,4355845.81
BOL,BOG,7,45.22,190922.9
BOL,BOG,5,17.9,75575.41
BOL,BOG,105,410.33,1732450.18
BOL,BOG,5,21.7,91619.35
BOL,BOG,229,535.6,2261351.4
BOL,BOG,260,688.72,2907837.82
BOL,BOG,98,342.54,1446234.7
BOL,BOG,45,196.2,828374.05
BOL,BOG,1201,2855.5,12056177.99
BOL,BOG,478,1640.48,6926254.2
BOL,BOG,274,635.09,2681407.13
BOL,BOG,23,218,920415.62
BOL,BOG,124,592.96,2503530.48
BOL,BOG,248,2469.33,10425733.49
BOL,BOG,58,165.28,697827.03
BOL,BOG,97,436.92,1844715.56
BOL,BOG,7,32.76,138315.66
BOL,BOG,70.29,4233.27,17944196.53
BOL,BOG,2,12.88,54596.38
BOL,BOG,21.42,216.46,946814.42
BOL,BOG,6.7,66.23,279629.02
BOL,BOG,99,5346.72,22143066.6
BOL,BOG,20.92,625.23,2678577.94
BOL,BOG,124.34,7480.83,32190468.37
BOL,BOG,200.74,1217.2,5174731.85
BOL,BOG,22.6,353.56,1520583.42
